persona_id,profile_id,gender,economic_status,political_spectrum,personality
b78de069-9a9e-494c-8798-9786fe013f61,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
76f49010-7f40-4db3-8fce-4c3543e1c6aa,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ea1cbf58-ba7e-40d8-acd8-84f8e2cba342,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
6332a31c-3ef0-4c5d-b205-1a4344a60486,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
e2d5b589-8e1d-4eef-93d4-183f1ac0969f,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
2670890e-2c1f-4a84-aafd-54d403468dc9,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
2fa7bd42-bc1b-4df3-bd03-7be2f3a0ba19,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ba49a005-e6ed-463c-9e64-8d28ea462532,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
18b00e42-fc28-45e9-89e5-2b6e55ba43e6,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
d7ba2f7e-6fe8-485d-9c47-58ea237fad27,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
e79c6e28-9440-4856-a74e-00a56accb65e,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
961b72d3-3761-48e2-8ca4-dfa67c37d492,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
aff903c7-4f51-43d9-b97c-5077df7a5a3e,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
2bf42d0d-e1ac-4cf7-836d-78ef97acaa24,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
056d90c0-073d-41cb-b77f-fe12296cd567,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
29f2c93c-9e3e-49b3-b754-effd93229e81,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
de262932-c4ab-481e-8076-4707993247be,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
f7265231-ea01-41ac-a2bf-dfb07af87a8b,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
efeb6895-6b45-410a-b9bd-f5139c883b8e,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
16703932-02a2-4382-953f-d39c1af0709e,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
b6e5745f-9c48-44a4-b6dd-3d82bb972539,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
789ac082-cf72-4fa6-8d1e-8653faaf8a0a,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
fbdd2796-dc1c-47d8-b03e-e51168fb3b45,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
9b843875-6187-42d6-ad10-169ce9f7edce,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
e40d9d9a-703d-489f-b7fa-3571936e8f3e,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
cd855e32-0cb3-492d-a372-9b07acb79c41,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
f38b0e80-51d7-46d6-9ac8-9e7649d78ed0,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
a473bbc0-0f70-44c4-82a7-bfb11f600fd6,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
dbe4749b-c10e-41fb-beeb-e8489f0d6301,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
285ae768-0799-4633-9ef1-3f994168af1a,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
c172f7fb-c24a-4ffc-8e3f-841ca997fc41,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
99010f2c-419d-4ae4-9593-ea3a7d0db646,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
e2ca2b30-12b4-4841-a221-6223a0c2c1eb,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
42c6f67a-9e9b-4ee1-95b6-404f1a6d56d1,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
81d4409f-aa4b-4b9a-aa71-50a6b96226a6,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
d412af61-2be2-4c15-80ec-25e8a8c0a118,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
57a66ae8-931e-4f6d-a4c6-45891aa46f23,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
8e2a2210-2641-41ba-b981-c77d5125349e,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
f70be87d-0242-41c8-ab46-dec588967de1,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
847ebb0e-5a65-474f-b08b-948e41ae7fa2,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
2647b5b2-a610-4eec-bdc4-25602a13b020,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
66b8e8de-694b-4c99-a7c5-d6b92c12f48c,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
3687c452-6ae6-4e83-8373-56c050597ab6,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
b5ccc9ea-a7ba-4e11-b16b-44cbc10422d9,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
88ba481e-90bb-4fe8-b03c-940cff0ed6af,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
13495190-434d-4fc9-80d8-511611e79e4c,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
bdcdf938-4bde-4e1e-b8fc-50defd9213c5,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
a1057ed6-aee5-4835-9253-5bd9b0cec6ab,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
aacb6a74-d773-4cf1-94d5-b4071a9283c8,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
2abf69d3-1e77-42f3-afb0-d8857b3aae22,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
740448ad-d00e-4a57-b924-6066315b74e3,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
931adbdd-b9ed-410e-86d2-1ff096c16cd3,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
9f8c15e3-bf02-4df8-b27d-a6780630d1d5,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
7f4dc96c-92ea-488a-96b7-5409d296a856,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
ec45caf3-e55a-46b9-87af-8c482bda2fa3,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
2a084879-7225-4551-b471-4720b854f76d,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
144f5071-3054-486a-aea4-7bcf68cc2679,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
b6bb6a34-7977-4e80-9128-a974019ee451,2e309b17-684b-46f3-a203-24068022896c,Female,High income,Progressive,Analytical
c05c52a1-5f5b-4df6-96eb-9854a7b37140,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
5488b54a-73cf-4f1d-a2c5-279d1dcde8bf,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
db8259c6-4be6-447a-8de9-8c86896dd81e,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
5e1aeb2a-96f8-4d6d-84a1-6ac788a372b8,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
d18b42dd-08ec-4302-bbd7-6afb56f73596,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
f7483499-9ca4-4ae3-89a8-474bbdc98fa5,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
dd75ab68-a4bc-493f-9129-4c29776b7333,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
59b54067-edc6-4bbf-bfea-9d5832723624,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
ee076a4b-2d11-4d02-b096-3e923ce3ed1a,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
f3fc54a4-18bd-411c-a569-31273c3645eb,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
d7804142-35fa-465d-b5ff-5d98c7305a4f,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
ea49756a-6fef-40e1-8827-0676a1b3ec78,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
1384aae5-2738-4df7-9c26-fa632b8d405c,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
5523566e-c239-460a-8fa1-d9106231845e,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
cc0c7341-43db-4056-a728-8c8fb7dbdb52,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
75e022f8-2ddf-48e3-961e-401cee60beab,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
748604d5-5ead-4c3e-bdb2-6d528ef466f6,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
31359c6b-259c-4017-a1cc-fa44096214d2,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
1d9c9ca5-b32f-4019-9fd3-5214615945b3,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
1eb39ebb-ef5e-40de-862b-a9f425537d3a,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
41c9b4d2-5253-41a5-9d3a-2490433a1ccf,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
525ef610-77cb-4d20-b8d3-6572843038d9,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
7cb9f994-a0fd-4e12-bfe3-0dcdeec01514,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
298bae40-fa51-437d-b285-4389f6b3f7d1,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
2430e367-c8b6-431f-8770-80a4faeeab32,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
fb6f87c1-32df-4d0b-a0d1-10d65ef9b7df,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
5a50030c-2e08-4ed1-9cf4-6e0a66b8e1aa,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
13d3856f-e412-4e8b-933b-c8af4156ced5,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
e947cdbf-b381-4cf1-a65a-8c2d2eb0a111,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
c121efbf-d726-4163-b7d7-63ed738fe11a,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
d79ad30d-e992-48b6-b166-5a5baea3e1c5,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
01a3df3c-7237-4a34-bddc-eec194201086,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
70ce628d-df8c-4a64-9d99-dcba03b48bc9,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
8a01a395-854b-40f9-8d7a-5639516c8592,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
098aa1e6-3f88-49c4-b1f1-85216d6e0bd8,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
31e4cc8d-401a-4507-b94f-229322d3513d,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
b64156aa-b683-4995-96ee-49094bb8e823,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
38358ea9-8fd7-4f60-a8fa-2a5002d35ada,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
f7eb675a-0fc8-4bc6-b05e-391e7d1037ac,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
ad80d874-7162-4fb2-be92-42c87d062900,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
db449d50-acc6-4ddd-b39c-fcd7bd4e8c2b,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
05341540-3a3c-4c3f-b69b-29d2bf1af96b,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
fcf319b8-494c-4fec-abbb-fcf7e81147e7,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
4b63109d-47e5-4fcb-8a8d-2ff91795b4ed,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
acc8b7c6-833f-4bf6-84c1-a06a05dc1d28,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
ab58c606-ea9f-433d-acab-c6a4ca4f8195,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
9270441d-801e-4994-a283-93dc2a1bafd9,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
f8bee70f-5c7d-480f-bb69-6b38aa5c4201,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
8d8907e5-a6c8-49a1-a2b0-205f453911d1,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
758a98ea-ab23-4b37-812e-3bfa5909fc16,3b8a59f6-f6ac-407a-9c0c-78cbb373d82b,Male,Low income,Progressive,Analytical
d1772273-9ed2-434a-9349-8df00d362b11,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
6e075414-51de-43d4-8cb7-2e3f9569784f,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
53607bdb-59f2-4c09-9ca1-bf0881d5b744,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
1106e778-c3ea-46df-b1f8-d6618b843d75,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
4db6ab9e-8f93-4576-8490-5dc63a955c0c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
733140ae-449a-48fb-bb0f-01985372e9ae,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
6ffac312-fd2d-4c98-965d-da3a178e727e,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
00f95820-0bf8-43ff-b069-5e61cfe76eb4,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
220ecf0c-e623-4399-82d8-6543ac25da57,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
deb2b912-ad7b-499b-a289-104ae3841c54,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
c2b56028-f236-44f2-b7a4-c5c6df2da62d,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
9bea0e96-eccb-40c7-9792-87f96e9864a4,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
ecfcc129-138b-4cd0-8e6e-d3a3a34af835,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
b1ecce61-6bbb-4576-acc3-0582154aacb4,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
f6fea89a-269f-4bf9-86ba-e08b23a86e5c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
0efc80dc-aa43-426a-bc17-dfa2824e483f,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
670e108e-77f4-4984-a5c8-6b08753b0886,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
b0aebde4-e8e1-4780-a09b-acbea2d73a99,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
11620dcc-3429-4fea-95b4-4d6dcaefab7e,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
3a539784-23fd-4d98-8959-2853d9204b7b,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
b6ed5d18-bbbd-47f4-8578-b863f0cc3c12,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
f0e45447-ff3c-45fa-bb3c-ffd476823254,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
12753ae6-bf75-49b8-9839-a753df4f7e7c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
e957e6db-989b-48eb-b6fc-a57299b877ef,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
cb71d70a-5182-48d7-8c0f-f55241076f36,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
c8f1f958-f9aa-4cdb-9de2-894ecee30a10,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
ffbc15b6-7bb4-4621-bbe9-875bdb4b0aec,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
45a6bb60-06be-4cf7-bf8b-307bfcb2760b,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
497c00c0-6a17-4fd1-a1a0-bad40b3c7a85,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
e70e2235-f03d-4990-8242-7dcada8c01bc,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
ee736d56-6273-4e98-923f-89e1452f07ef,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
934b9956-73e2-43fd-b4d7-a782081d29cf,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
7a7a1e60-4acf-4cd7-9f28-8e51c8077241,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
2b669dba-005d-46d8-a20d-48c41299ac38,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
a448fbcb-41cc-4821-832a-21b70b9e187c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
a3d9df6f-d30f-4f22-ae84-b20ebc851e07,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
105cc361-205e-4eda-87f5-12d9011df817,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
8d769ad2-e761-463f-8ef2-348bc305bf4a,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
48c9b33b-5475-41f6-9b5b-95a0b3124a12,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
d42ffab8-725a-4ce3-8a9c-a22e47b32d4c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
bc2c83ce-d858-4cca-b016-14bfa638f81f,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
f9eba6c5-96ac-4f07-9e5d-1e1618550d46,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
90175a1d-ea8e-4dd9-ba02-c496387b95b6,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
bbfa4fc9-0648-45ee-a829-8254c8e772d0,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
ade6af2b-216a-4dc0-a845-dddfcb44df1c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
2b636382-33cd-42f9-b418-55c6fa410120,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
e64e3d4e-2f09-42d8-9c08-c67ccf1a7451,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
855eac57-992d-4f66-8ddf-4eada70a119d,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
6d3f886a-9d37-4ef4-835c-80690a160713,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
6eb6896e-eb5a-4204-a366-a5ab7010008c,47930a48-386c-4017-a735-29e55e36a64a,Female,High income,Progressive,Pragmatic
0a7444e2-d081-4c96-addf-27a36fb1c257,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
aa8cee7d-e48d-460a-85ed-3887788fbe54,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
39f36bb1-6bb8-492f-9cab-b2270a935b2c,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
dfa8bba9-3221-4f28-b8b0-0c4eaa4f877f,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
d11ffa0d-2d0a-4df1-957c-34abf38d8284,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
9cc9add9-e75c-4d23-b193-f2210d029033,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
921eeab1-e463-4e9d-bb0d-fe5775c1ba01,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
40d72346-80a5-4c37-b53c-629de2a854c5,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
7b1e3875-e21f-47a5-bf81-75cf965d5d69,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
03a0c37c-fa2b-4964-b65c-3f3a7369f495,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
7c0e794e-78fb-415e-b4dd-c77302b7bd2b,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
59003469-3ae0-466c-ab72-f1b67984a014,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
e4dacc09-d3bb-4fa8-a086-453b82049b8d,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
9c234e81-e57c-4b3e-bf1e-ae63c7506311,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
1872f9d5-d1db-4424-83a3-948a0d31ab1d,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
a3357b6c-dcad-496b-96ab-a0be8a9b89e9,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
8b0c192b-a9ed-4399-8405-5ab2684a4255,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
8732d934-cd11-469a-8c77-02670901ebc8,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
eea8fb4e-c274-451f-8b71-1ff1cb3f5e84,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
51ea97c8-5350-4b83-8795-58ef4b7be528,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
6164d5db-4699-4d53-8193-138e5f48b19e,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
23c67839-ad75-422e-92c6-6d77cb8e2760,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
8b6a24cb-b588-401c-955e-b716c8504e20,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
b49ce326-2ef2-46e1-bb4d-aeba08438b06,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
48177cca-6cda-47d6-9453-49f930fa4a82,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
00545fcf-cc69-4d09-b4e5-8a92965f0fd8,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
5a6e4dec-d826-48b7-9635-b5c39c7acb94,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
7daf3a06-4a6d-4846-8724-8e0cb75f78a7,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
f69ac516-dc42-4c24-b1c4-bfc7a4847c48,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
0c968ca4-9946-4eb5-ae3f-0ddaaf86ac09,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
2d81dc72-ec4d-4414-9731-b1de9a191f43,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
693f4758-9476-4f85-ae7d-44ec233400bb,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
65935566-87fd-40a2-b15b-2454f6057e3b,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
fad6501d-1401-4a88-a342-01a43877062d,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
f44ff07c-34b0-4da0-a9c5-c58c68d99278,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
5e0d5229-ada9-415b-b9a6-6cbbc608828c,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
7e73d9e6-2be9-468c-9c6f-3087bdb9ae7f,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
5cde7a2c-3435-430f-ae4c-d5caa1a1d481,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
fcbbcd8a-b97e-42ef-9447-6668a08a0d5b,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
8211c3b8-727a-4823-a392-94192dfa5796,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
5b0ef168-8bad-492c-b8e8-836c36b253e2,4f74f6b9-7cf8-4c3f-9c99-81e748415726,Female,High income,Conservative,Empathetic
